hospital_id,department,department_code,hour,queue_length,people_ahead,doctors_available,patients_being_served,average_service_time,arrival_rate,service_rate,emergency_patients,waiting_time_minutes
1,Orthopaedics,ORT,16,17,16,1,1,12.0,6.0,5.0,0,150.0
1,Orthopaedics,ORT,17,11,10,1,1,12.0,5.0,5.0,0,123.2
1,Orthopaedics,ORT,18,15,14,1,1,12.0,5.0,5.0,0,150.0
1,Paediatrics,PED,8,14,13,1,1,10.2,9.0,5.85,0,131.4
1,Paediatrics,PED,9,13,12,1,1,10.2,6.0,5.85,0,121.2
1,Paediatrics,PED,10,15,14,1,1,10.2,7.0,5.85,0,145.3
1,Paediatrics,PED,11,17,16,1,1,10.2,8.0,5.85,0,150.0
1,Paediatrics,PED,12,12,11,1,1,10.2,7.0,5.85,0,105.5
1,Paediatrics,PED,13,22,21,1,1,10.2,6.0,5.85,0,150.0
1,Paediatrics,PED,14,12,11,1,1,10.2,6.0,5.85,0,110.1
1,Paediatrics,PED,15,15,14,1,1,10.2,6.0,5.85,0,149.4
1,Paediatrics,PED,16,17,16,1,1,10.2,8.0,5.85,0,150.0
1,Paediatrics,PED,17,12,11,1,1,10.2,3.0,5.85,0,114.3
1,Paediatrics,PED,18,15,14,1,1,10.2,6.0,5.85,0,141.3
1,Dermatology,DER,8,12,11,1,1,8.6,5.0,6.95,0,93.8
1,Dermatology,DER,9,14,13,1,1,8.6,7.0,6.95,0,113.8
1,Dermatology,DER,10,16,15,1,1,8.6,6.0,6.95,0,129.2
1,Dermatology,DER,11,13,12,1,1,8.6,3.0,6.95,0,104.3
1,Dermatology,DER,12,16,15,1,1,8.6,4.0,6.95,1,130.5
1,Dermatology,DER,13,18,17,1,1,8.6,6.0,6.95,0,150.0
1,Dermatology,DER,14,11,10,1,1,8.6,6.0,6.95,0,84.8
1,Dermatology,DER,15,11,10,1,1,8.6,7.0,6.95,0,89.8
1,Dermatology,DER,16,13,12,1,1,8.6,7.0,6.95,1,110.8
1,Dermatology,DER,17,18,17,1,1,8.6,5.0,6.95,0,148.3
1,Dermatology,DER,18,14,13,1,1,8.6,4.0,6.95,0,114.8
2,General Medicine,GEN,8,13,11,2,2,11.2,10.0,10.73,0,66.4
2,General Medicine,GEN,9,5,3,2,2,11.2,9.0,10.73,0,16.2
2,General Medicine,GEN,10,5,3,2,2,11.2,11.0,10.73,1,26.2
2,General Medicine,GEN,11,11,9,2,2,11.2,7.0,10.73,0,53.0
2,General Medicine,GEN,12,3,1,2,2,11.2,4.0,10.73,0,4.4
2,General Medicine,GEN,13,11,9,2,2,11.2,5.0,10.73,0,47.7
2,General Medicine,GEN,14,15,13,2,2,11.2,8.0,10.73,0,75.2
2,General Medicine,GEN,15,15,13,2,2,11.2,8.0,10.73,1,83.1
2,General Medicine,GEN,16,11,9,2,2,11.2,6.0,10.73,0,50.3
2,General Medicine,GEN,17,8,6,2,2,11.2,5.0,10.73,1,35.5
2,General Medicine,GEN,18,6,4,2,2,11.2,5.0,10.73,0,21.5
2,Cardiology,CAR,8,14,12,2,2,14.9,11.0,8.06,1,96.8
2,Cardiology,CAR,9,15,13,2,2,14.9,12.0,8.06,1,104.3
2,Cardiology,CAR,10,9,7,2,2,14.9,10.0,8.06,0,51.1
2,Cardiology,CAR,11,13,11,2,2,14.9,10.0,8.06,0,84.2
2,Cardiology,CAR,12,9,7,2,2,14.9,6.0,8.06,0,50.4
2,Cardiology,CAR,13,6,4,2,2,14.9,5.0,8.06,1,34.7
2,Cardiology,CAR,14,7,5,2,2,14.9,7.0,8.06,1,46.8
2,Cardiology,CAR,15,5,3,2,2,14.9,6.0,8.06,2,40.0
2,Cardiology,CAR,16,12,10,2,2,14.9,6.0,8.06,0,70.3
2,Cardiology,CAR,17,9,7,2,2,14.9,7.0,8.06,2,70.1
2,Cardiology,CAR,18,12,10,2,2,14.9,4.0,8.06,0,81.1
2,Orthopaedics,ORT,8,13,12,1,1,11.7,5.0,5.11,0,140.3
2,Orthopaedics,ORT,9,18,17,1,1,11.7,11.0,5.11,1,150.0
2,Orthopaedics,ORT,10,15,14,1,1,11.7,10.0,5.11,0,150.0
2,Orthopaedics,ORT,11,14,13,1,1,11.7,8.0,5.11,0,150.0
2,Orthopaedics,ORT,12,16,15,1,1,11.7,9.0,5.11,0,150.0
2,Orthopaedics,ORT,13,10,9,1,1,11.7,7.0,5.11,0,103.8
2,Orthopaedics,ORT,14,11,10,1,1,11.7,6.0,5.11,0,114.4
2,Orthopaedics,ORT,15,13,12,1,1,11.7,6.0,5.11,0,138.0
2,Orthopaedics,ORT,16,14,13,1,1,11.7,8.0,5.11,0,150.0
2,Orthopaedics,ORT,17,10,9,1,1,11.7,3.0,5.11,0,108.9
2,Orthopaedics,ORT,18,9,8,1,1,11.7,2.0,5.11,0,95.4
2,Paediatrics,PED,8,14,13,1,1,9.2,11.0,6.51,0,126.6
2,Paediatrics,PED,9,18,17,1,1,9.2,11.0,6.51,0,150.0
2,Paediatrics,PED,10,12,11,1,1,9.2,6.0,6.51,0,101.3
2,Paediatrics,PED,11,8,7,1,1,9.2,8.0,6.51,0,64.4
2,Paediatrics,PED,12,9,8,1,1,9.2,4.0,6.51,0,77.5
2,Paediatrics,PED,13,12,11,1,1,9.2,6.0,6.51,0,95.8
2,Paediatrics,PED,14,19,18,1,1,9.2,8.0,6.51,1,150.0
2,Paediatrics,PED,15,16,15,1,1,9.2,10.0,6.51,0,136.5
2,Paediatrics,PED,16,16,15,1,1,9.2,5.0,6.51,0,136.9
2,Paediatrics,PED,17,16,15,1,1,9.2,7.0,6.51,0,140.0
2,Paediatrics,PED,18,13,12,1,1,9.2,3.0,6.51,0,105.5
2,Dermatology,DER,8,16,15,1,1,8.3,3.0,7.21,0,126.2
2,Dermatology,DER,9,17,16,1,1,8.3,7.0,7.21,0,130.6
2,Dermatology,DER,10,11,10,1,1,8.3,4.0,7.21,0,81.4
2,Dermatology,DER,11,13,12,1,1,8.3,5.0,7.21,0,99.8
2,Dermatology,DER,12,11,10,1,1,8.3,9.0,7.21,0,79.0
2,Dermatology,DER,13,14,13,1,1,8.3,3.0,7.21,0,107.3
2,Dermatology,DER,14,14,13,1,1,8.3,9.0,7.21,0,106.9
2,Dermatology,DER,15,18,17,1,1,8.3,11.0,7.21,0,142.3
2,Dermatology,DER,16,19,18,1,1,8.3,11.0,7.21,0,150.0
2,Dermatology,DER,17,11,10,1,1,8.3,7.0,7.21,0,86.6
2,Dermatology,DER,18,13,12,1,1,8.3,8.0,7.21,0,95.3
1,General Medicine,GEN,8,11,9,2,2,8.8,7.0,13.56,0,39.5
1,General Medicine,GEN,9,11,9,2,2,8.8,6.0,13.56,0,40.7
1,General Medicine,GEN,10,12,10,2,2,8.8,9.0,13.56,0,45.2
1,General Medicine,GEN,11,10,8,2,2,8.8,3.0,13.56,1,40.0
1,General Medicine,GEN,12,7,5,2,2,8.8,2.0,13.56,1,25.5
1,General Medicine,GEN,13,4,2,2,2,8.8,4.0,13.56,0,8.5
1,General Medicine,GEN,14,12,10,2,2,8.8,7.0,13.56,1,46.7
1,General Medicine,GEN,15,10,8,2,2,8.8,5.0,13.56,0,38.8
1,General Medicine,GEN,16,7,5,2,2,8.8,5.0,13.56,0,20.7
1,General Medicine,GEN,17,6,4,2,2,8.8,3.0,13.56,1,26.1
1,General Medicine,GEN,18,14,12,2,2,8.8,6.0,13.56,1,54.7
1,Cardiology,CAR,8,12,10,2,2,15.3,8.0,7.84,1,87.1
1,Cardiology,CAR,9,7,5,2,2,15.3,9.0,7.84,1,51.1
1,Cardiology,CAR,10,13,11,2,2,15.3,6.0,7.84,0,84.4
1,Cardiology,CAR,11,11,9,2,2,15.3,7.0,7.84,0,71.3
1,Cardiology,CAR,12,9,7,2,2,15.3,0.0,7.84,0,53.3
1,Cardiology,CAR,13,11,9,2,2,15.3,2.0,7.84,0,62.8
1,Cardiology,CAR,14,10,8,2,2,15.3,6.0,7.84,0,60.8
1,Cardiology,CAR,15,9,7,2,2,15.3,4.0,7.84,1,68.4
1,Cardiology,CAR,16,12,10,2,2,15.3,4.0,7.84,1,84.6
1,Cardiology,CAR,17,9,7,2,2,15.3,4.0,7.84,0,56.6
1,Cardiology,CAR,18,10,8,2,2,15.3,5.0,7.84,0,56.9
1,Orthopaedics,ORT,8,12,11,1,1,11.7,5.0,5.14,0,124.9
1,Orthopaedics,ORT,9,14,13,1,1,11.7,7.0,5.14,1,150.0
1,Orthopaedics,ORT,10,12,11,1,1,11.7,5.0,5.14,0,126.1
1,Orthopaedics,ORT,11,17,16,1,1,11.7,10.0,5.14,1,150.0
1,Orthopaedics,ORT,12,8,7,1,1,11.7,5.0,5.14,0,79.7
1,Orthopaedics,ORT,13,17,16,1,1,11.7,2.0,5.14,0,150.0
1,Orthopaedics,ORT,14,13,12,1,1,11.7,6.0,5.14,0,142.6
1,Orthopaedics,ORT,15,14,13,1,1,11.7,6.0,5.14,0,150.0
1,Orthopaedics,ORT,16,13,12,1,1,11.7,4.0,5.14,0,140.3
1,Orthopaedics,ORT,17,10,9,1,1,11.7,4.0,5.14,0,104.3
1,Orthopaedics,ORT,18,12,11,1,1,11.7,4.0,5.14,1,134.6
1,Paediatrics,PED,8,10,9,1,1,10.0,10.0,6.0,0,87.5
1,Paediatrics,PED,9,20,19,1,1,10.0,7.0,6.0,0,150.0
1,Paediatrics,PED,10,11,10,1,1,10.0,6.0,6.0,0,101.6
1,Paediatrics,PED,11,18,17,1,1,10.0,8.0,6.0,0,150.0
1,Paediatrics,PED,12,14,13,1,1,10.0,2.0,6.0,1,133.4
1,Paediatrics,PED,13,8,7,1,1,10.0,4.0,6.0,0,68.2
1,Paediatrics,PED,14,8,7,1,1,10.0,3.0,6.0,1,78.2
1,Paediatrics,PED,15,8,7,1,1,10.0,2.0,6.0,0,72.4
1,Paediatrics,PED,16,15,14,1,1,10.0,6.0,6.0,0,144.5
1,Paediatrics,PED,17,18,17,1,1,10.0,3.0,6.0,0,150.0
1,Paediatrics,PED,18,15,14,1,1,10.0,5.0,6.0,0,136.8
1,Dermatology,DER,8,14,13,1,1,8.2,2.0,7.34,0,106.7
1,Dermatology,DER,9,14,13,1,1,8.2,4.0,7.34,0,103.3
1,Dermatology,DER,10,14,13,1,1,8.2,2.0,7.34,1,108.1
1,Dermatology,DER,11,6,5,1,1,8.2,5.0,7.34,0,36.4
1,Dermatology,DER,12,7,6,1,1,8.2,2.0,7.34,0,48.3
1,Dermatology,DER,13,4,3,1,1,8.2,3.0,7.34,0,26.8
1,Dermatology,DER,14,15,14,1,1,8.2,6.0,7.34,0,117.4
1,Dermatology,DER,15,17,16,1,1,8.2,7.0,7.34,0,131.4
1,Dermatology,DER,16,7,6,1,1,8.2,7.0,7.34,0,50.4
1,Dermatology,DER,17,19,18,1,1,8.2,4.0,7.34,0,144.8
1,Dermatology,DER,18,18,17,1,1,8.2,5.0,7.34,0,133.9
2,General Medicine,GEN,8,8,6,2,2,9.8,7.0,12.25,0,28.8
2,General Medicine,GEN,9,10,8,2,2,9.8,6.0,12.25,0,35.4
2,General Medicine,GEN,10,16,14,2,2,9.8,9.0,12.25,0,71.5
2,General Medicine,GEN,11,15,13,2,2,9.8,5.0,12.25,0,59.6
2,General Medicine,GEN,12,8,6,2,2,9.8,3.0,12.25,0,29.1
2,General Medicine,GEN,13,12,10,2,2,9.8,5.0,12.25,0,50.6
2,General Medicine,GEN,14,14,12,2,2,9.8,7.0,12.25,0,62.4
2,General Medicine,GEN,15,10,8,2,2,9.8,2.0,12.25,0,37.2
2,General Medicine,GEN,16,6,4,2,2,9.8,7.0,12.25,1,28.1
2,General Medicine,GEN,17,8,6,2,2,9.8,4.0,12.25,1,35.1
2,General Medicine,GEN,18,10,8,2,2,9.8,5.0,12.25,0,37.0
2,Cardiology,CAR,8,12,10,2,2,14.9,9.0,8.03,0,72.1
2,Cardiology,CAR,9,7,5,2,2,14.9,7.0,8.03,0,34.4
2,Cardiology,CAR,10,10,8,2,2,14.9,9.0,8.03,0,60.9
2,Cardiology,CAR,11,4,2,2,2,14.9,7.0,8.03,1,22.4
2,Cardiology,CAR,12,7,5,2,2,14.9,2.0,8.03,0,42.5
2,Cardiology,CAR,13,9,7,2,2,14.9,3.0,8.03,0,49.5
2,Cardiology,CAR,14,16,14,2,2,14.9,4.0,8.03,0,104.8
2,Cardiology,CAR,15,11,9,2,2,14.9,4.0,8.03,3,86.3
2,Cardiology,CAR,16,12,10,2,2,14.9,5.0,8.03,0,70.0
2,Cardiology,CAR,17,12,10,2,2,14.9,5.0,8.03,0,76.7
2,Cardiology,CAR,18,10,8,2,2,14.9,5.0,8.03,0,57.3
2,Orthopaedics,ORT,8,13,12,1,1,11.7,3.0,5.11,0,142.5
2,Orthopaedics,ORT,9,12,11,1,1,11.7,5.0,5.11,0,132.6
2,Orthopaedics,ORT,10,13,12,1,1,11.7,5.0,5.11,0,140.3
2,Orthopaedics,ORT,11,15,14,1,1,11.7,3.0,5.11,0,150.0
2,Orthopaedics,ORT,12,15,14,1,1,11.7,5.0,5.11,0,150.0
2,Orthopaedics,ORT,13,9,8,1,1,11.7,4.0,5.11,0,96.4
2,Orthopaedics,ORT,14,17,16,1,1,11.7,6.0,5.11,0,150.0
2,Orthopaedics,ORT,15,10,9,1,1,11.7,3.0,5.11,0,102.7
2,Orthopaedics,ORT,16,19,18,1,1,11.7,5.0,5.11,0,150.0
2,Orthopaedics,ORT,17,13,12,1,1,11.7,3.0,5.11,0,137.9
2,Orthopaedics,ORT,18,13,12,1,1,11.7,5.0,5.11,0,137.6
2,Paediatrics,PED,8,16,15,1,1,9.4,1.0,6.37,0,138.8
2,Paediatrics,PED,9,14,13,1,1,9.4,5.0,6.37,0,125.0
2,Paediatrics,PED,10,16,15,1,1,9.4,8.0,6.37,0,142.2
2,Paediatrics,PED,11,14,13,1,1,9.4,7.0,6.37,1,128.0
2,Paediatrics,PED,12,8,7,1,1,9.4,3.0,6.37,0,70.5
2,Paediatrics,PED,13,15,14,1,1,9.4,2.0,6.37,0,133.5
2,Paediatrics,PED,14,15,14,1,1,9.4,7.0,6.37,0,133.0
2,Paediatrics,PED,15,12,11,1,1,9.4,7.0,6.37,0,104.7
2,Paediatrics,PED,16,18,17,1,1,9.4,6.0,6.37,0,150.0
2,Paediatrics,PED,17,10,9,1,1,9.4,1.0,6.37,0,85.6
2,Paediatrics,PED,18,14,13,1,1,9.4,8.0,6.37,1,130.9
2,Dermatology,DER,8,17,16,1,1,8.0,5.0,7.45,0,130.0
2,Dermatology,DER,9,10,9,1,1,8.0,3.0,7.45,1,78.2
2,Dermatology,DER,10,11,10,1,1,8.0,4.0,7.45,0,81.3
2,Dermatology,DER,11,8,7,1,1,8.0,3.0,7.45,0,53.8
2,Dermatology,DER,12,10,9,1,1,8.0,2.0,7.45,0,71.2
2,Dermatology,DER,13,12,11,1,1,8.0,3.0,7.45,0,87.0
2,Dermatology,DER,14,9,8,1,1,8.0,4.0,7.45,0,62.3
2,Dermatology,DER,15,12,11,1,1,8.0,2.0,7.45,0,85.8
2,Dermatology,DER,16,14,13,1,1,8.0,9.0,7.45,0,102.5
2,Dermatology,DER,17,15,14,1,1,8.0,4.0,7.45,0,107.7
2,Dermatology,DER,18,18,17,1,1,8.0,5.0,7.45,0,138.2
1,General Medicine,GEN,8,5,3,2,2,10.6,5.0,11.29,0,16.3
1,General Medicine,GEN,9,2,0,2,2,10.6,6.0,11.29,0,2.2
1,General Medicine,GEN,10,16,14,2,2,10.6,8.0,11.29,0,72.8
1,General Medicine,GEN,11,12,10,2,2,10.6,7.0,11.29,0,52.1
1,General Medicine,GEN,12,10,8,2,2,10.6,3.0,11.29,0,41.0
1,General Medicine,GEN,13,9,7,2,2,10.6,3.0,11.29,1,42.1
1,General Medicine,GEN,14,8,6,2,2,10.6,4.0,11.29,0,36.6
1,General Medicine,GEN,15,18,16,2,2,10.6,5.0,11.29,0,86.4
1,General Medicine,GEN,16,15,13,2,2,10.6,5.0,11.29,0,69.7
1,General Medicine,GEN,17,10,8,2,2,10.6,0.0,11.29,0,45.8
1,General Medicine,GEN,18,7,5,2,2,10.6,3.0,11.29,0,25.4
1,Cardiology,CAR,8,5,3,2,2,14.4,8.0,8.35,0,21.2
1,Cardiology,CAR,9,7,5,2,2,14.4,6.0,8.35,0,39.4
1,Cardiology,CAR,10,14,12,2,2,14.4,6.0,8.35,1,97.2
1,Cardiology,CAR,11,17,15,2,2,14.4,8.0,8.35,1,119.0
1,Cardiology,CAR,12,6,4,2,2,14.4,2.0,8.35,1,37.5
1,Cardiology,CAR,13,11,9,2,2,14.4,3.0,8.35,0,61.9
1,Cardiology,CAR,14,15,13,2,2,14.4,5.0,8.35,0,96.0
1,Cardiology,CAR,15,14,12,2,2,14.4,6.0,8.35,1,94.2
1,Cardiology,CAR,16,14,12,2,2,14.4,5.0,8.35,0,84.6
1,Cardiology,CAR,17,12,10,2,2,14.4,5.0,8.35,0,73.1
1,Cardiology,CAR,18,11,9,2,2,14.4,6.0,8.35,1,73.2
1,Orthopaedics,ORT,8,15,14,1,1,12.1,7.0,4.98,0,150.0
1,Orthopaedics,ORT,9,11,10,1,1,12.1,7.0,4.98,0,119.5
1,Orthopaedics,ORT,10,14,13,1,1,12.1,5.0,4.98,1,150.0
1,Orthopaedics,ORT,11,8,7,1,1,12.1,3.0,4.98,0,85.5
1,Orthopaedics,ORT,12,10,9,1,1,12.1,3.0,4.98,0,108.6
1,Orthopaedics,ORT,13,18,17,1,1,12.1,8.0,4.98,0,150.0
1,Orthopaedics,ORT,14,10,9,1,1,12.1,6.0,4.98,0,106.7
1,Orthopaedics,ORT,15,9,8,1,1,12.1,4.0,4.98,0,97.3
1,Orthopaedics,ORT,16,17,16,1,1,12.1,3.0,4.98,0,150.0
1,Orthopaedics,ORT,17,10,9,1,1,12.1,2.0,4.98,0,109.4
1,Orthopaedics,ORT,18,5,4,1,1,12.1,3.0,4.98,0,45.4
1,Paediatrics,PED,8,12,11,1,1,10.8,5.0,5.57,1,119.6
1,Paediatrics,PED,9,11,10,1,1,10.8,5.0,5.57,0,110.8
1,Paediatrics,PED,10,16,15,1,1,10.8,3.0,5.57,1,150.0
1,Paediatrics,PED,11,21,20,1,1,10.8,4.0,5.57,0,150.0
1,Paediatrics,PED,12,12,11,1,1,10.8,5.0,5.57,0,120.0
1,Paediatrics,PED,13,16,15,1,1,10.8,2.0,5.57,1,150.0
1,Paediatrics,PED,14,12,11,1,1,10.8,5.0,5.57,0,119.1
1,Paediatrics,PED,15,14,13,1,1,10.8,5.0,5.57,0,140.7
1,Paediatrics,PED,16,17,16,1,1,10.8,5.0,5.57,0,150.0
1,Paediatrics,PED,17,11,10,1,1,10.8,1.0,5.57,0,107.1
1,Paediatrics,PED,18,9,8,1,1,10.8,2.0,5.57,0,89.7
1,Dermatology,DER,8,12,11,1,1,7.8,1.0,7.71,0,85.5
1,Dermatology,DER,9,14,13,1,1,7.8,0.0,7.71,0,100.5
1,Dermatology,DER,10,12,11,1,1,7.8,4.0,7.71,0,85.7
1,Dermatology,DER,11,11,10,1,1,7.8,4.0,7.71,0,77.7
1,Dermatology,DER,12,14,13,1,1,7.8,3.0,7.71,0,103.2
1,Dermatology,DER,13,10,9,1,1,7.8,3.0,7.71,1,74.5
1,Dermatology,DER,14,12,11,1,1,7.8,5.0,7.71,0,85.1
1,Dermatology,DER,15,18,17,1,1,7.8,7.0,7.71,0,135.1
1,Dermatology,DER,16,13,12,1,1,7.8,2.0,7.71,0,92.4
1,Dermatology,DER,17,9,8,1,1,7.8,1.0,7.71,0,62.9
1,Dermatology,DER,18,12,11,1,1,7.8,1.0,7.71,0,87.0
2,General Medicine,GEN,8,10,8,2,2,10.4,5.0,11.5,0,40.5
2,General Medicine,GEN,9,11,9,2,2,10.4,5.0,11.5,1,51.6
2,General Medicine,GEN,10,6,4,2,2,10.4,5.0,11.5,0,25.0
2,General Medicine,GEN,11,10,8,2,2,10.4,6.0,11.5,0,42.6
2,General Medicine,GEN,12,7,5,2,2,10.4,2.0,11.5,0,26.1
2,General Medicine,GEN,13,10,8,2,2,10.4,2.0,11.5,0,40.0
2,General Medicine,GEN,14,9,7,2,2,10.4,6.0,11.5,0,34.7
2,General Medicine,GEN,15,6,4,2,2,10.4,5.0,11.5,0,15.9
2,General Medicine,GEN,16,10,8,2,2,10.4,5.0,11.5,0,44.2
2,General Medicine,GEN,17,5,3,2,2,10.4,1.0,11.5,0,16.5
2,General Medicine,GEN,18,10,8,2,2,10.4,3.0,11.5,0,39.6
2,Cardiology,CAR,8,4,2,2,2,14.0,3.0,8.56,0,14.1
2,Cardiology,CAR,9,15,13,2,2,14.0,7.0,8.56,1,96.3
2,Cardiology,CAR,10,10,8,2,2,14.0,8.0,8.56,2,70.2
2,Cardiology,CAR,11,13,11,2,2,14.0,7.0,8.56,3,105.5
2,Cardiology,CAR,12,4,2,2,2,14.0,1.0,8.56,0,14.9
2,Cardiology,CAR,13,7,5,2,2,14.0,6.0,8.56,0,35.6
2,Cardiology,CAR,14,6,4,2,2,14.0,5.0,8.56,0,28.8
2,Cardiology,CAR,15,7,5,2,2,14.0,5.0,8.56,0,37.0
2,Cardiology,CAR,16,10,8,2,2,14.0,5.0,8.56,2,75.3
2,Cardiology,CAR,17,9,7,2,2,14.0,2.0,8.56,1,57.9
2,Cardiology,CAR,18,5,3,2,2,14.0,4.0,8.56,2,36.4
2,Orthopaedics,ORT,8,13,12,1,1,12.7,6.0,4.72,1,150.0
2,Orthopaedics,ORT,9,11,10,1,1,12.7,5.0,4.72,0,127.0
2,Orthopaedics,ORT,10,17,16,1,1,12.7,10.0,4.72,0,150.0
2,Orthopaedics,ORT,11,13,12,1,1,12.7,5.0,4.72,1,150.0
2,Orthopaedics,ORT,12,11,10,1,1,12.7,5.0,4.72,0,131.4
2,Orthopaedics,ORT,13,10,9,1,1,12.7,1.0,4.72,0,114.3
2,Orthopaedics,ORT,14,11,10,1,1,12.7,4.0,4.72,0,124.3
2,Orthopaedics,ORT,15,17,16,1,1,12.7,6.0,4.72,0,150.0
2,Orthopaedics,ORT,16,10,9,1,1,12.7,3.0,4.72,1,123.3
2,Orthopaedics,ORT,17,15,14,1,1,12.7,7.0,4.72,0,150.0
2,Orthopaedics,ORT,18,15,14,1,1,12.7,1.0,4.72,0,150.0
2,Paediatrics,PED,8,15,14,1,1,9.7,2.0,6.21,1,138.4
2,Paediatrics,PED,9,12,11,1,1,9.7,4.0,6.21,1,113.8
2,Paediatrics,PED,10,14,13,1,1,9.7,6.0,6.21,1,128.7
2,Paediatrics,PED,11,14,13,1,1,9.7,5.0,6.21,0,127.0
2,Paediatrics,PED,12,12,11,1,1,9.7,5.0,6.21,0,106.9
2,Paediatrics,PED,13,10,9,1,1,9.7,3.0,6.21,0,88.9
2,Paediatrics,PED,14,7,6,1,1,9.7,3.0,6.21,0,58.6
2,Paediatrics,PED,15,5,4,1,1,9.7,6.0,6.21,0,35.2
2,Paediatrics,PED,16,12,11,1,1,9.7,2.0,6.21,0,101.1
2,Paediatrics,PED,17,12,11,1,1,9.7,3.0,6.21,0,105.8
2,Paediatrics,PED,18,19,18,1,1,9.7,7.0,6.21,0,150.0
2,Dermatology,DER,8,16,15,1,1,7.6,2.0,7.87,0,115.6
2,Dermatology,DER,9,11,10,1,1,7.6,2.0,7.87,1,78.1
2,Dermatology,DER,10,17,16,1,1,7.6,7.0,7.87,1,128.3
2,Dermatology,DER,11,13,12,1,1,7.6,4.0,7.87,0,90.6
2,Dermatology,DER,12,16,15,1,1,7.6,5.0,7.87,0,113.5
2,Dermatology,DER,13,17,16,1,1,7.6,3.0,7.87,0,123.0
2,Dermatology,DER,14,17,16,1,1,7.6,5.0,7.87,0,120.2
2,Dermatology,DER,15,15,14,1,1,7.6,6.0,7.87,0,107.7
2,Dermatology,DER,16,13,12,1,1,7.6,1.0,7.87,0,90.7
2,Dermatology,DER,17,11,10,1,1,7.6,2.0,7.87,0,79.2
2,Dermatology,DER,18,16,15,1,1,7.6,1.0,7.87,0,115.2
1,General Medicine,GEN,8,10,8,2,2,10.9,8.0,11.0,1,52.2
1,General Medicine,GEN,9,12,10,2,2,10.9,7.0,11.0,1,60.5
1,General Medicine,GEN,10,7,5,2,2,10.9,6.0,11.0,0,26.0
1,General Medicine,GEN,11,10,8,2,2,10.9,7.0,11.0,0,42.1
1,General Medicine,GEN,12,12,10,2,2,10.9,3.0,11.0,0,52.5
1,General Medicine,GEN,13,12,10,2,2,10.9,5.0,11.0,0,57.1
1,General Medicine,GEN,14,12,10,2,2,10.9,9.0,11.0,0,53.8
1,General Medicine,GEN,15,10,8,2,2,10.9,6.0,11.0,0,37.5
1,General Medicine,GEN,16,13,11,2,2,10.9,10.0,11.0,0,62.5
1,General Medicine,GEN,17,10,8,2,2,10.9,5.0,11.0,0,39.9
1,General Medicine,GEN,18,15,13,2,2,10.9,5.0,11.0,0,74.0
1,Cardiology,CAR,8,7,5,2,2,15.5,13.0,7.75,1,54.6
1,Cardiology,CAR,9,16,14,2,2,15.5,12.0,7.75,1,116.6
1,Cardiology,CAR,10,16,14,2,2,15.5,11.0,7.75,0,107.7
1,Cardiology,CAR,11,5,3,2,2,15.5,9.0,7.75,1,31.7
1,Cardiology,CAR,12,15,13,2,2,15.5,5.0,7.75,1,110.4
1,Cardiology,CAR,13,12,10,2,2,15.5,4.0,7.75,0,80.4
1,Cardiology,CAR,14,11,9,2,2,15.5,10.0,7.75,0,66.9
1,Cardiology,CAR,15,6,4,2,2,15.5,5.0,7.75,0,28.5
1,Cardiology,CAR,16,8,6,2,2,15.5,7.0,7.75,0,42.9
1,Cardiology,CAR,17,5,3,2,2,15.5,4.0,7.75,1,30.7
1,Cardiology,CAR,18,6,4,2,2,15.5,5.0,7.75,1,38.3
1,Orthopaedics,ORT,8,13,12,1,1,11.6,8.0,5.15,0,141.1
1,Orthopaedics,ORT,9,11,10,1,1,11.6,5.0,5.15,1,122.4
1,Orthopaedics,ORT,10,19,18,1,1,11.6,11.0,5.15,0,150.0
1,Orthopaedics,ORT,11,14,13,1,1,11.6,7.0,5.15,0,146.8
1,Orthopaedics,ORT,12,19,18,1,1,11.6,5.0,5.15,0,150.0
1,Orthopaedics,ORT,13,15,14,1,1,11.6,8.0,5.15,0,150.0
1,Orthopaedics,ORT,14,18,17,1,1,11.6,10.0,5.15,0,150.0
1,Orthopaedics,ORT,15,10,9,1,1,11.6,11.0,5.15,0,103.7
1,Orthopaedics,ORT,16,16,15,1,1,11.6,5.0,5.15,0,150.0
1,Orthopaedics,ORT,17,15,14,1,1,11.6,6.0,5.15,0,150.0
1,Orthopaedics,ORT,18,13,12,1,1,11.6,4.0,5.15,0,138.2
1,Paediatrics,PED,8,10,9,1,1,11.3,8.0,5.31,1,106.7
1,Paediatrics,PED,9,14,13,1,1,11.3,10.0,5.31,0,148.4
1,Paediatrics,PED,10,17,16,1,1,11.3,8.0,5.31,0,150.0
1,Paediatrics,PED,11,17,16,1,1,11.3,8.0,5.31,0,150.0
1,Paediatrics,PED,12,14,13,1,1,11.3,7.0,5.31,0,148.1
1,Paediatrics,PED,13,14,13,1,1,11.3,6.0,5.31,2,150.0
1,Paediatrics,PED,14,10,9,1,1,11.3,8.0,5.31,0,99.7
1,Paediatrics,PED,15,12,11,1,1,11.3,5.0,5.31,0,126.0
1,Paediatrics,PED,16,15,14,1,1,11.3,10.0,5.31,0,150.0
1,Paediatrics,PED,17,12,11,1,1,11.3,5.0,5.31,0,123.1
1,Paediatrics,PED,18,14,13,1,1,11.3,7.0,5.31,1,150.0
1,Dermatology,DER,8,14,13,1,1,8.0,6.0,7.5,1,111.4
1,Dermatology,DER,9,16,15,1,1,8.0,3.0,7.5,0,119.7
